"","country","year","CLUM_category","NApercent","ZScore_Index","MaxMin_Index"
"1","Afghanistan",2004,"Food",45.4545454545455,-0.92802628825657,0.230023805621786
"2","Afghanistan",2004,"Government",84.6153846153846,-4.19609420920242,0.54735901817989
"3","Afghanistan",2004,"Gross Fixed Capital Formation",80,-0.410792619162444,0.0122404041539534
"4","Afghanistan",2004,"Housing",66.6666666666667,-1.18776748166437,0.1243
"5","Afghanistan",2004,"Services",70,-1.87125832315543,0.127245206626319
"6","Afghanistan",2007,"Food",54.5454545454545,-0.463578668682433,0.288944511359864
"7","Afghanistan",2007,"Government",39.1304347826087,-1.58422121874035,0.464282337310441
"8","Afghanistan",2007,"Gross Fixed Capital Formation",62.5,1.53758984526619,0.620078596863751
"9","Afghanistan",2007,"Housing",77.7777777777778,-1.1521181708334,0.1599
"10","Afghanistan",2007,"Personal Transportation",88.8888888888889,-2.05801495184862,0.256410256410256
"11","Afghanistan",2007,"Services",43.4782608695652,-1.42440323069451,0.233547003496215
"12","Afghanistan",2011,"Food",50,-0.576265955189634,0.268316987452306
"13","Afghanistan",2011,"Government",30.4347826086957,-1.33840536965152,0.463390969478408
"14","Afghanistan",2011,"Gross Fixed Capital Formation",71.4285714285714,1.96123727264959,0.308516761557926
"15","Afghanistan",2011,"Housing",77.7777777777778,-1.05424381516152,0.2233
"16","Afghanistan",2011,"Services",58.3333333333333,-1.35976661856494,0.321985839851771
"17","Albania",2004,"Food",54.5454545454545,-0.00308091403651587,0.32887163244469
"18","Albania",2004,"Government",38.4615384615385,-0.20043504145877,0.518571198014982
"19","Albania",2004,"Gross Fixed Capital Formation",20,-0.00440329142412262,0.11534381961
"20","Albania",2004,"Housing",50,-0.37601736450302,0.463300608387498
"21","Albania",2004,"Services",55,-0.214942133012383,0.549760948164857
"22","Albania",2007,"Food",45.4545454545455,0.101336941661315,0.358442546405206
"23","Albania",2007,"Government",56.5217391304348,-0.366857427413733,0.480692053787777
"24","Albania",2007,"Gross Fixed Capital Formation",37.5,-0.57101747935396,0.199987663982417
"25","Albania",2007,"Housing",55.5555555555556,-0.22841369839007,0.457672369608084
"26","Albania",2007,"Personal Transportation",88.8888888888889,-0.340002743479774,0.543123543123543
"27","Albania",2007,"Services",52.1739130434783,-0.110284299163668,0.562995332815421
"28","Albania",2011,"Food",50,0.412485300769324,0.430603103784342
"29","Albania",2011,"Goods",60,-0.337318776905719,0.333333333333333
"30","Albania",2011,"Government",60.8695652173913,-0.145429061294173,0.492615662371786
"31","Albania",2011,"Gross Fixed Capital Formation",42.8571428571429,-0.0649830185388618,0.309851311776578
"32","Albania",2011,"Housing",66.6666666666667,-0.193913398492988,0.581982793522212
"33","Albania",2011,"Services",50,0.0777371140900937,0.648607506745612
"34","Algeria",2004,"Food",45.4545454545455,-0.344001145926537,0.262395736796087
"35","Algeria",2004,"Goods",0,0.772874039297279,0.830814062941232
"36","Algeria",2004,"Government",46.1538461538462,-0.227312372090276,0.607057140657886
"37","Algeria",2004,"Gross Fixed Capital Formation",40,0.191690273833038,0.253588383626448
